;lard/csv/lardSpecimen_RawData_6.csv;lard/csv/lardSpecimen_RawData_3.csv;lard/csv/lardSpecimen_RawData_1.csv;lard/csv/lardSpecimen_RawData_5.csv;lard/csv/lardSpecimen_RawData_9.csv;lard/csv/lardSpecimen_RawData_7.csv;lard/csv/lardSpecimen_RawData_4.csv;lard/csv/lardSpecimen_RawData_8.csv;lard/csv/lardSpecimen_RawData_10.csv;lard/csv/lardSpecimen_RawData_2.csv
-1.0700000000000003;0.00595;-0.00515;0.00538;0.01422;0.0242;6e-05;0.00203;0.01252;0.03471;0.02495
-1.0600000000000005;0.0029950000000000003;0.00086;0.0016;0.01708;0.02048;0.00152;-0.00453;0.01347;0.03312;0.01436
-1.0599999999999987;4e-05;0.0022299999999999998;-0.00191;0.017935;0.021903333333333334;0.004954999999999999;-0.0066949999999999996;0.012979999999999998;0.03177;0.006705
-1.0500000000000007;0.000475;0.0036;-0.00542;0.01879;0.02332666666666667;0.00839;-0.00886;0.01249;0.03042;-0.00095
-1.049999999999999;0.00091;0.002575;-0.004905;0.019515;0.02475;0.014429999999999998;-0.00887;0.01293;0.02617;-0.00217
-1.040000000000001;0.00114;0.00155;-0.00439;0.02024;0.02488;0.02047;-0.00888;0.01337;0.02192;-0.00339
-1.0399999999999991;0.00137;0.002425;-0.0009399999999999999;0.02105;0.02501;0.022436666666666667;-0.007165;0.0162;0.0197;-0.0038166666666666666
-1.0300000000000011;0.00326;0.0033;0.00251;0.02186;0.026779999999999998;0.024403333333333332;-0.00545;0.01903;0.01748;-0.004243333333333333
-1.0299999999999994;0.00515;0.00015499999999999976;0.00596;0.024614999999999998;0.02855;0.02637;-0.004495;0.02056;0.01526;-0.00467
-1.0200000000000014;0.005885;-0.00299;0.01153;0.02737;0.02688;0.026385;-0.00354;0.02209;0.015205;-0.0033699999999999997
-1.0199999999999996;0.00662;-0.0046166666666666665;0.0171;0.02605333333333333;0.02521;0.0264;-0.003966666666666667;0.0237;0.01515;-0.00207
-1.0100000000000016;0.007615;-0.006243333333333333;0.016;0.024736666666666667;0.023309999999999997;0.02497;-0.004393333333333333;0.02531;0.015145;-0.002835
-1.0099999999999998;0.00861;-0.00787;0.0149;0.02342;0.02141;0.02354;-0.00482;0.02422;0.01514;-0.0036
-1.0;0.00887;-0.00561;0.00772;0.01194;0.01772;0.02373;-0.00085;0.02313;0.01519;-0.00436
-0.9999999999999996;0.0099525;-0.00487;0.0065425;0.006339999999999999;0.0184625;0.021825;-0.00013249999999999991;0.01923;0.01699;-0.005915
-0.9999999999999993;0.011035;-0.00413;0.005365;0.0035399999999999997;0.019205;0.020872500000000002;0.0005850000000000001;0.01728;0.017890000000000003;-0.007470000000000001
-0.9900000000000002;0.0132;-0.00265;0.00301;0.00074;0.02069;0.01992;0.00202;0.01533;0.01879;-0.01058
-0.9800000000000004;0.017474999999999997;0.00157;0.00096;0.00604;0.02215;0.022;0.00354;0.00603;0.01653;-0.01589
-0.9799999999999986;0.02175;0.004465;0.003605;0.010635;0.02503;0.021449999999999997;0.002955;0.0024349999999999997;0.01619;-0.0117
-0.9700000000000006;0.026105;0.00736;0.00625;0.01523;0.02791;0.0209;0.00237;-0.00116;0.01585;-0.00751
-0.9699999999999989;0.03046;0.0061200000000000004;0.00752;0.020675;0.02832;0.023725;0.0026300000000000004;-0.00126;0.016325;-0.001895
-0.9600000000000009;0.03004;0.00488;0.00879;0.02612;0.02873;0.02655;0.00289;-0.00136;0.0168;0.00372
-0.9599999999999991;0.02962;0.00229;0.00832;0.028795;0.02914;0.025413333333333333;0.0016400000000000002;-0.000825;0.016326666666666666;0.0058
-0.9500000000000011;0.02546;-0.0003;0.00785;0.03147;0.026485;0.02427666666666667;0.00039;-0.00029;0.015853333333333334;0.00788
-0.9499999999999993;0.0213;-0.0018;0.005373333333333332;0.025834999999999997;0.02383;0.02314;-0.001015;0.00223;0.01538;0.010063333333333334
-0.9400000000000013;0.01797;-0.0033;0.0028966666666666663;0.0202;0.024370000000000003;0.022484999999999998;-0.00242;0.00475;0.014804999999999999;0.012246666666666666
-0.9399999999999995;0.01464;-0.003765;0.00042;0.017153333333333333;0.02491;0.02183;-0.0002999999999999999;0.009395;0.01423;0.01443
-0.9300000000000015;0.012830000000000001;-0.00423;-0.00011000000000000007;0.014106666666666667;0.0199;0.021374999999999998;0.00182;0.01404;0.01397;0.01876
-0.9299999999999997;0.01102;-0.0003449999999999998;-0.00064;0.01106;0.01489;0.02092;0.002855;0.01601;0.01371;0.02309
-0.9199999999999999;0.0095;0.00354;0.00766;0.00997;0.01181;0.02272;0.00389;0.01798;0.00994;0.02769
-0.9100000000000001;0.00981;0.01125;0.00959;0.01017;0.00796;0.01794;0.00845;0.01152;0.00825;0.02159
-0.9000000000000004;0.00985;0.00682;0.00322;0.01574;0.00849;0.01458;0.00317;0.00717;0.01346;0.01312
-0.8999999999999995;0.010055;0.0059025;0.0006525000000000003;0.01525;0.0093075;0.01541;0.004337499999999999;0.00803;0.01397;0.0131175
-0.8999999999999992;0.01026;0.004985;-0.0019149999999999996;0.015005000000000001;0.010124999999999999;0.015825;0.0055049999999999995;0.00846;0.014225;0.013115
-0.8900000000000006;0.010465;0.00315;-0.00705;0.01476;0.01176;0.01624;0.00784;0.00889;0.01448;0.01311
-0.8899999999999988;0.01067;0.001095;-0.007315;0.015695;0.01265;0.0161;0.006535;0.00898;0.01521;0.00988
-0.8800000000000008;0.00912;-0.00096;-0.00758;0.01663;0.01354;0.01596;0.00523;0.00907;0.01594;0.00665
-0.879999999999999;0.00757;-0.00227;-0.005705;0.015655;0.01443;0.013853333333333332;0.002535;0.0079;0.020014999999999998;0.0064600000000000005
-0.870000000000001;0.00493;-0.00358;-0.00383;0.01468;0.01641;0.011746666666666666;-0.00016;0.00673;0.02409;0.00627
-0.8699999999999992;0.00229;0.0017000000000000001;-0.0011699999999999996;0.014005;0.01839;0.00964;-0.00127;0.011125;0.02631;0.005913333333333334
-0.8600000000000012;0.0011899999999999999;0.00698;0.0014900000000000009;0.01333;0.020795;0.005274999999999999;-0.00238;0.01552;0.02853;0.005556666666666666
-0.8599999999999994;9e-05;0.01138;0.00415;0.012385;0.0232;0.00091;-0.0009550000000000001;0.015470000000000001;0.03075;0.0052
-0.8500000000000014;-0.002735;0.01578;0.004945;0.01144;0.025395;0.00042;0.00047;0.01542;0.0319;0.002515
-0.8499999999999996;-0.00556;0.017246666666666667;0.00574;0.01063;0.02759;-7e-05;0.00018999999999999996;0.014575;0.03305;-0.00017
-0.8400000000000016;-0.005245;0.018713333333333332;0.004855;0.00982;0.028315;-0.001295;-9.000000000000007e-05;0.01373;0.03222;0.0008049999999999999
-0.8399999999999999;-0.00493;0.02018;0.00397;0.00901;0.02904;-0.00252;-0.00037;0.014185;0.03139;0.00178
-0.8300000000000001;-0.00215;0.01758;-0.00161;0.00876;0.02945;-0.00798;0.00413;0.01464;0.0314;0.00335
-0.8200000000000003;0.01172;0.00635;-0.00866;-0.00028;0.0302;-0.00938;0.00347;0.0122;0.04139;-0.00017
